ID,state_territory,nwr_name,pub_reserv_secondary_dept,pub_acq_other_fed_secondary_dept,ease_other_fed_department,pub_reserved_primary,pub_reserved_secondary,pub_acq_other_fed_primary,pub_acq_other_fed_secondary,pub_fws_purchase_acres,pub_fws_purchase_cost,pub_donated,ease_other_fed,ease_fws_purchase_acres, ease_fws_purchase_cost ,ease_donated,agmt_lease,total_acres
1,Alabama,Bon Secour,,,,0,0,32.34,0,6415.33,23478154.00,604.78,0,0,0.00,0,575,7627.45
2,Alabama,Cahaba River,,,,0,0,0,0,3689.63,6335218.00,0,0,0,0.00,0,0,3689.63
3,Alabama,Choctaw,E,,,0,0,0,4218,0,0.00,0,0,0,0.00,0,0,4218
4,Alabama,Eufaula,E,,,0,0,0,7929,24.19,80000.00,0,0,0,0.00,0,0,7953.19
5,Alabama,Fern Cave,,,,0,0,0,0,199.23,110000.00,0,0,0,0.00,0,0,199.23
7,Alabama,Grand Bay,,,,0,0,0,0,1822,710613.00,895.86,0,0,0.00,0,0,2717.86
8,Alabama,Key Cave,,,,0,0,0,0,1060,0.00,0,0,0,0.00,0,0,1060
9,Alabama,Mountain Longleaf,,,,0,0,7758.68,0,0,0.00,1257,0,0,0.00,0,0,9015.68
10,Alabama,Sauta Cave,,,,0,0,0,0,264,575000.00,0,0,0,0.00,0,0,264
11,Alabama,Watercress Darter,,,,0,0,0,0,24.52,230850.00,0,0,0,0.00,0,0,24.52
12,Alabama,Wheeler,T,,,0,0,8322.98,25674.62,125.68,149700.00,307.38,0,0,0.00,0,0,34430.66
13,Alaska,Alaska Maritime,"AF, N",,,3291639.47,"59,099.00",0,0,44021.53,8646537.00,65.24,0,0,0.00,26983.86,6.59,3421815.69
14,Alaska,Alaska Peninsula,,,,3450176.8,0,0,0,60071.72,2501217.00,64011.21,0,0,0.00,0,0,3574259.73
15,Alaska,Arctic,,,,19263110,0,0,0,23945.11,912000.00,319.92,0,0,0.00,0,0.67,19287375.7
16,Alaska,Becharof,,,,1200000,0,0,0,366.73,567800.00,52.79,0,0,0.00,0,0,1200419.52
17,Alaska,Innoko,,,,3850000,0,0,0,799.87,508500.00,0,0,0,0.00,0,1.03,3850800.9
18,Alaska,Izembek,FA,,,302201,800,0,0,0,0.00,7994.12,0,0,0.00,0,0,310995.12
19,Alaska,Kanuti,,,,1430000,0,0,0,319.9,144000.00,0,0,0,0.00,0,0,1430319.9
20,Alaska,Kenai,,,,1904472,0,0,0,7941.35,11353300.00,323.91,0,26.3,0.00,0,4.3,1912767.86
21,Alaska,Kodiak,,,,1658381.29,0,0,0,176101.37,107418596.00,1113.47,0,0,2372100.00,45613.9,1.44,1881211.47
22,Alaska,Koyukuk,,,,3550000,0,0,0,159.96,96000.00,0,0,0,0.00,0,0,3550159.96
23,Alaska,Nowitna,,,,1560000,0,0,0,239.99,208000.00,0,0,0,0.00,0,0,1560239.99
24,Alaska,Selawik,,,,2150000,0,0,0,1159.81,835000.00,159.99,0,0,0.00,0,2.01,2151321.81
25,Alaska,Tetlin,,,,700000,0,0,0,242.43,223100.00,0,0,0,0.00,0,44.52,700286.95
26,Alaska,Togiak,,,,4097430,0,0,0,5705.98,6637500.00,1109.76,0,0,0.00,0,1.06,4104246.8
27,Alaska,Yukon Delta,BIA,,,19011190.88,63,0,0,198191.2,1973827.00,0,0,17355.81,0.00,0,1.49,19226802.38
28,Alaska,Yukon Flats,,,,8630000,0,0,0,6950.53,3058600.00,0,0,0,0.00,0,0.53,8636951.06
29,Arizona,Bill Williams River,R,R,,2781,943.07,0,756,1574.69,1600000.00,0,0,0,0.00,0,0,6054.76
30,Arizona,Buenos Aires,,,,0,0,0,0,117009.13,15111791.00,0,0,0,0.00,0,301.66,117310.79
31,Arizona,Cabeza Prieta,,,,860000,0,0,0,41.32,18300.00,0,0,0,0.00,0,0,860041.32
32,Arizona,Cibola,,R,,8372.84,0,4171.01,463.27,192.22,382000.00,0,0,0,0.00,0,0,13199.34
33,Arizona,Havasu,R,R,,10004.54,10418.3,0,9816.98,40,8000.00,0,0,0,0.00,0,0,30279.82
34,Arizona,Imperial,R,R,,0,15861.27,0,1304.87,643.62,201724.00,0,0,0,0.00,0,0,17809.76
35,Arizona,Kofa,,,,665400,0,0,0,1240.94,498500.00,0,0,0,0.00,0,0,666640.94
36,Arizona,Leslie Canyon,,,,0,0,0,0,1564.76,250000.00,1200,0,20470.77,2845000.00,0,0,23235.53
37,Arizona,San Bernardino,,,,0,0,0,0,2367.87,830600.00,0,0,0,0.00,0.7,0,2368.57
38,Arkansas,Bald Knob,,,,0,0,0,0,15102.35,9923000.00,0,0,0,0.00,0,0,15102.35
39,Arkansas,Big Lake,,,,8875.6,0,1597.34,0,581.12,31855.00,10.85,0,0.25,3.00,0,0,11065.16
40,Arkansas,Cache River,,,,0,0,6091.19,0,65357.24,69525846.00,951.7,0,1.7,0.00,0,0,72401.83
41,Arkansas,Dale Bumpers White River,,E,,6,0,83721,45.8,75227.96,7340627.00,971.91,0,253.22,22.00,0,56.55,160282.44
42,Arkansas,Felsenthal,,,,0,0,64813.34,0,1610.38,2280460.00,0,0,0,0.00,0,0,66423.72
44,Arkansas,Holla Bend,,,,0,0,4068,0,2201.45,339903.00,28.85,0,0,0.00,0.73,0,6299.03
45,Arkansas,Logan Cave,,,,0,0,0,0,123.59,109136.00,0,0,0,0.00,0,0,123.59
46,Arkansas,Overflow,,,,0,0,0,0,13416.75,10943021.00,0,0,9.6,0.00,0,0,13426.35
47,Arkansas,Pond Creek,,E,,0,0,0,1056.42,24838.75,0.00,2040.06,0,0,0.00,0,325.73,28260.96
48,Arkansas,Wapanocca,,,,0,0,0,0,5629.25,1528416.00,0,0,0,0.00,0,0,5629.25
49,California,Antioch Dunes,,,,0,0,0,0,55.38,2135000.00,0,0,0,0.00,0,0,55.38
50,California,Bitter Creek,,,,0,0,0,0,14127.92,5679600.00,40,0,0,0.00,0,0,14167.92
51,California,Blue Ridge,,,,0,0,0,0,916.92,697500.00,0,0,0,0.00,0,0,916.92
52,California,Butte Sink,,,,0,0,0,0,732.86,3850700.00,0,0,10310.64,12816903.00,0,0,11043.5
53,California,Castle Rock,,,,0,0,0,0,13.89,41250.00,0,0,0,0.00,0,0,13.89
54,California,Cibola,,,,1327,0,2656.09,0,364.19,0.00,598.64,0,0,0.00,0,299.41,5245.33
55,California,Clear Lake,R,,,0,11103.43,13020.07,0,0,0.00,0,0,0,0.00,0,0,24123.5
56,California,Coachella Valley,,,,0,0,0,0,2548.1,9313909.00,1029.51,0,0,0.00,0,0,3577.61
57,California,Colusa,,,,0,0,0,0,4039.71,291281.00,0.27,0,0,0.00,0,0,4039.98
58,California,Delevan,,,,0,0,0,0,5796.54,2345739.00,0,0,0,175000.00,0,0,5796.54
59,California,Don Edwards San Francisco Bay,,,,0,0,37.26,0,23642.61,42916134.00,1346.63,0,14.58,0.00,44.79,4438.27,29524.14
60,California,Ellicott Slough,,,,0,0,0,0,164.44,971000.00,0,0,1.12,0.00,4.5,29.49,199.55
61,California,Farallon Islands,CG,,,91,120,0,0,0,0.00,0,0,0,0.00,0,0,211
63,California,Grasslands,,,,0,0,0,0,14970.25,18066228.00,0,0,76456.2,48251933.00,3571,0,94997.45
64,California,Guadalupe-Nipomo Dunes,,,,0,0,0,0,0,0.00,2553,0,0,0.00,0,0,2553
65,California,Havasu,R,R,,10,"4,160.23",0,3065.11,0,0.00,0,0,0,0.00,0,0,7235.34
66,California,Hopper Mountain,,,,0,0,0,0,2471,640000.00,0,0,0,0.00,0,0,2471
67,California,Humboldt Bay,CG,,,0,1,0,0,2891.04,7484654.00,658.31,0,0,0.00,0,1.54,3551.89
68,California,Imperial,R,R,,0,6309.05,0,1649.14,240,0.00,0,0,0,0.00,0,0,8198.19
69,California,Kern,,,,0,0,0,0,10618.17,579912.00,631,0,0,0.00,0,0,11249.17
70,California,Lower Klamath,,,,39315.72,0,0,0,4530.53,3390123.00,447.89,0,0.41,1000.00,0,0,44294.55
71,California,Marin Islands,,,,0,0,0,0,25.8,1010000.00,102.59,0,0,0.00,0,2.9,131.29
72,California,Merced,,,,0,0,0,0,3803.82,2180000.00,0,0,0,0.00,1.76,0,3805.58
73,California,Modoc,,,,40,0,0,0,6680.62,1763854.00,330,0,0.09,0.00,50.52,0,7101.23
74,California,North Central Valley,,,,0,0,0,0,2765.11,6937732.00,0,0,14954.21,19488202.00,125.8,0,17845.12
75,California,Pixley,,,,0,0,4521.05,0,2706.4,3721128.00,173.75,0,4.55,2.00,0,0,7405.75
76,California,Sacramento,,,,0,0,0,0,10783.34,162998.00,35.66,0,0,0.00,0,0,10819
77,California,Sacramento River,,,,471.89,0,0,0,9246.2,28769371.00,729.5,0,1286.41,776221.00,21.25,0,11755.25
78,California,Salinas River,,,,0,0,363.61,0,3.82,0.00,0,0,0,0.00,0,0,367.43
79,California,San Diego,,,,0,0,88,0,5372.67,36418320.00,6843.17,0,1.13,0.00,0.66,0,12305.63
80,California,San Diego Bay,,,,0,0,0,0,0,0.00,414.8,0,0,0.00,0,2200,2614.8
81,California,San Joaquin River,,,,0,0,0,0,7157.65,25750448.00,0,0,4239.05,24718346.00,0.46,0,11397.16
82,California,San Luis,,,,8,0,10329,0,7422.41,2171055.00,0,0,703,2284000.00,0,0,18462.41
83,California,San Pablo Bay,,,,0,0,3310,0,2000.4,7107600.00,3310.42,0,0,0.00,0,11200,19820.82
84,California,Seal Beach,,N,,0,0,0,852.17,0,0.00,0,0,0,0.00,0,58.54,910.71
85,California,Sonny Bono Salton Sea,R,,,0,23424.58,360.98,0,9342.14,294462.00,240,0,0,0.00,0,4531.17,37898.87
86,California,Stone Lakes,,,,0,0,0,0,1840.37,7475622.00,392.64,0,138.56,365800.00,1395,2917,6683.57
87,California,Sutter,,,,0,0,0,0,2590.16,291282.00,0,0,0,0.00,0,0,2590.16
88,California,Tijuana Slough,,N,,0,0,0,551.42,406.08,7655000.00,1.25,0,0,0.00,0,65,1023.75
89,California,Tulare Basin,,,,0,0,0,0,240,809036.00,0,0,4109.58,8082518.00,89.44,0,4439.02
90,California,Tule Lake,,,,39103.37,0,0,0,9.37,0.00,0,0,0.7,0.00,3.14,0,39116.58
91,California,Willow Creek-Lurline,,,,0,0,0,0,0,0.00,0,0,5978.11,7926033.00,0,0,5978.11
92,Colorado,Alamosa,,,,86.29,0,816.4,0,10904.78,2377463.00,218.9,0,0,0.00,0,0,12026.37
93,Colorado,Arapaho,,,LM,4792.54,0,0,0,18451.33,4938286.00,2250,2.42,23.23,0.00,1.88,0,25521.4
94,Colorado,Baca,,,,28398.19,0,3301.84,0,54248.66,14417500.00,0,0,0,0.00,0,0,85948.69
95,Colorado,Browns Park,,,,6794.3,0,0,0,5355.53,642976.00,0,0.05,0,0.00,0,0,12149.88
96,Colorado,Colorado River,,,,0,0,17.64,0,0,0.00,0,321.38,0,0.00,0,0,339.02
98,Colorado,Monte Vista,,,,800,0,0,0,13950.66,2241750.00,83.33,0,0,0.00,0,0,14833.99
99,Colorado,Rocky Flats,,,,0,0,4592.11,0,207.9,300000.00,409.1,28.21,0,0.00,0,0,5237.32
100,Colorado,Rocky Mountain Arsenal,,A,,0,,14653.43,1186,141.56,0.00,7.44,0,0,0.00,0,0,15988.43
101,Colorado,San Luis Valley,,,,0,0,0,0,0,0.00,0,0,0,0.00,12.95,0,12.95
102,Colorado,Sangre de Cristo,,,,0,0,0,0,0,0.00,0,0,17019.15,1020000.00,167200,0,184219.15
103,Colorado,Two Ponds,,,,0,0,0,0,64.94,3946103.00,7.1,0,0,0.00,0,0,72.04
105,Connecticut,Silvio O. Conte,,,,0,0,0,0,845.71,10019088.00,86.7,0,0,1.00,0,0,932.41
106,Connecticut,Stewart B. McKinney,,CG,,0,0,0,4.9,684.47,23954090.00,259.26,0,0,0.00,1.72,35,985.35
107,Deleware,Bombay Hook,,,,0,0,541.5,0,15709.26,2092739.00,0,0,80,1.00,0,0,16330.76
109,Deleware,Prime Hook,,,,0,0,0,0,9256.22,8039336.00,36.01,0,870.59,5346.00,0,0,10162.82
110,Florida,Archie Carr,,,,0,0,1.42,0,43.93,12478130.00,127.21,0,0,0.00,0.92,78.42,251.9
111,Florida,Arthur R. Marshall,,,,0,0,0,0,3814.03,118512.00,0,0,0,0.00,0,141404,145218.03
112,Florida,Caloosahatchee,,,,40,0,0,0,0,0.00,0,0,0,0.00,0,0,40
113,Florida,Cedar Keys,,,,378.61,0,0,0,342.54,681190.00,0,0,0,0.00,0,170,891.15
114,Florida,Chassahowitzka,,,,320.56,0,0,0,30522.35,496746.00,0,0,0,0.00,0,0,30842.91
115,Florida,Crocodile Lake,,,,0,0,4.2,0,6526.97,13204454.00,51.13,0,0,0.00,0,125.76,6708.06
116,Florida,Crystal River,,,,0,0,0,0,80.13,1132180.00,2.27,0,8.47,3225000.00,0,48.64,139.51
117,Florida,Egmont Key,,,,328.3,0,0,0,0,0.00,0,0,0,0.00,0,0,328.3
118,Florida,Everglades Headwaters,,,,0,0,0,0,3096.73,8345000.00,756.12,0,5141.46,12185000.00,0,0,8994.31
119,Florida,Florida Panther,,,,0,0,0,0,25939.13,10292917.00,594,0,0,0.00,0,76.38,26609.51
121,Florida,Great White Heron,,,,770.4,0,264.95,0,5219.49,3273328.00,1486.19,0,0,0.00,0,109981.5,117722.53
122,Florida,Island Bay,,,,20.24,0,0,0,0,0.00,0,0,0,0.00,0,0,20.24
123,Florida,J. N. Ding Darling,,,,407.02,0,0,0,4458.93,6391382.00,440.82,0,0,0.00,0,1181.21,6487.98
124,Florida,Key West,CG,,,1865.17,154,0,0,0,0.00,14.15,0,0,0.00,0,206289,208322.32
125,Florida,Lake Wales Ridge,,,,0,0,0,0,1867.53,3751000.00,0,0,0,0.00,0,0,1867.53
126,Florida,Lake Woodruff,,,,0,0,7,0,18502.36,1404691.00,642.66,0,2007,700000.00,0,0,21159.02
127,Florida,Lower Suwannee,,,,0,0,0,0,49912.27,14837060.00,874.8,0,0,0.00,0,1684.94,52472.01
128,Florida,Matlacha Pass,,,,277.61,0,0,0,145.61,880000.00,115.03,0,0,0.00,0,26.48,564.73
129,Florida,Merritt Island,,NA,,0,0,0,138262.7,932.77,1551689.00,0,0,0,0.00,0,1,139196.47
130,Florida,Nathaniel P. Reed,,,,0,0,0,0,61.77,522500.00,1022.2,0,0,0.00,0,0,1083.97
131,Florida,National Key Deer,,,,52.78,0,0,0,7979.94,29437455.00,830.25,0,0,0.00,0,76073.8,84936.77
132,Florida,Okefenokee,,,,0,0,0,0,3648.58,52636.00,0,0,0,0.00,46.34,0,3694.92
133,Florida,Passage Key,,,,36.37,0,0,0,0,0.00,0,0,0,0.00,0,27.5,63.87
134,Florida,Pelican Island,,,,43,0,0,0,357.99,23018010.00,0,0,0,0.00,127.28,4882.17,5410.44
135,Florida,Pine Island,,,,181.41,0,0,0,427.07,2434000.00,0,0,0,0.00,0,0,608.48
136,Florida,Pinellas,,,,0,0,0,0,17.35,23000.00,0,0,0,0.00,0,377,394.35
137,Florida,St. Johns,,,,0,0,0,0,6254.95,2878324.00,2.5,0,0,0.00,0,0,6257.45
138,Florida,St. Marks,,,,93.2,0,31707.04,0,43606.09,16329213.00,6696.61,0,193.79,1.00,117.35,424.38,82838.46
139,Florida,St. Vincent,,,,45.33,0,0,0,12448.74,3575000.00,0,0,0,0.00,0,0,12494.07
140,Florida,Ten Thousand Islands,,,,0,0,0,0,21543,0.00,0,0,0,0.00,0,13506,35049
141,Georgia,Banks Lake,,,,0,0,490,0,3069,356000.00,0,0,0,0.00,0,0,3559
142,Georgia,Blackbeard Island,,,,0,0,4658.64,0,959,0.00,0,0,0,0.00,0,0,5617.64
143,Georgia,Bond Swamp,,,,0,0,0,0,6096.07,5193250.00,786.24,0,0,0.00,0,0,6882.31
144,Georgia,Eufaula,E,,,0,0,0,3231,0,0.00,0,0,0,0.00,0,0,3231
146,Georgia,Harris Neck,,,,0,0,2686.94,0,65.17,450000.00,0,0,70.57,0.00,0,0,2822.68
147,Georgia,Okefenokee,,,,0,0,1860.44,0,377732.16,5572635.00,23648.66,0,0,0.00,0,0,403241.26
148,Georgia,Piedmont,,,,0,0,24235.89,0,10717.46,44000.00,0,0,1.25,0.00,11.3,0,34965.9
149,Georgia,Savannah,,,,0,0,4015.04,0,9269.51,3321852.00,2100,0,24.97,0.00,3.3,840,16252.82
150,Georgia,Wassaw,,,,0,0,0,0,0,0.00,10049.87,0,0,0.00,0,3.43,10053.3
151,Georgia,Wolf Island,,,,0,0,538,0,4587.82,120814.00,0,0,0,0.00,0,0,5125.82
152,Hawaii,Hakalau Forest,,,,0,0,0,0,48141.82,47568265.00,0,0,18.65,60900.00,118.1,0,48278.57
153,Hawaii,Hanalei,,,,0,0,0,0,917.42,1289081.00,0,0,0,0.00,0,0,917.42
154,Hawaii,Hawaiian Islands,,,,254418.1,0,0,0,0,0.00,0,0,0,0.00,0,0,254418.1
155,Hawaii,Huleia,,,,0,0,0,0,240.17,327623.00,0,0,0.94,0.00,0,0,241.11
156,Hawaii,James Campbell,,,,0,0,0,0,1083.34,23809605.00,0,0,7.26,9950.00,3.2,1.32,1095.12
157,Hawaii,Kakahaia,,,,0,0,0,0,44.61,684550.00,0,0,0,0.00,0,0,44.61
158,Hawaii,Kealia Pond,,,,0,0,0,0,0,0.00,0,0,437.23,6900000.00,266.65,0,703.88
159,Hawaii,Kilauea Point,,,,0,0,31,0,59.48,6475000.00,91.38,3.75,5,0.00,8.07,0,198.68
160,Hawaii,Oahu Forest,,,,0,0,0,0,4524.66,3620000.00,0,0,25.7,0.00,9,10.2,4569.56
161,Hawaii,Pearl Harbor,,N,N,0,0,37.37,75.07,0,0.00,0,0.12,0,0.00,0,0,112.56
162,Idaho,Bear Lake,,,,16977.61,0,0,0,1227.15,403879.00,0,0,0,0.00,2,2,18208.76
163,Idaho,Camas,,,,0,0,0,0,10657.19,402701.00,0,0,0,0.00,0,0,10657.19
164,Idaho,Deer Flat,R,,,1157.52,9993.28,0,0,242.89,26416.00,21.26,0,0,0.00,0,0,11414.95
166,Idaho,Grays Lake,,,,80,0,0,0,4791.02,3097100.00,160,0,2418.08,8893.00,0,13000,20449.1
167,Idaho,Kootenai,,,,0,0,0,0,2774.15,708100.00,0,0,0.14,105.00,0,0,2774.29
168,Idaho,Minidoka,R,,LM,1230,17785.2,1740,0,0,0.00,0,16.15,0,0.00,2.49,0,20773.84
169,Illinois,Chautauqua,,,,0,0,0,0,4595.84,245593.00,1708.54,0,248.62,6.00,34.99,0,6587.99
170,Illinois,Crab Orchard,,,,0,0,42492.01,0,1483.52,658824.00,0,0,0,0.00,0,0,43975.53
171,Illinois,Cypress Creek,,,,0,0,0,0,16043.62,12706329.00,400.2,0,1.84,8040.00,0,0,16445.66
172,Illinois,Emiquon,,,,0,0,0,0,2558.7,4063650.00,0,0,0,0.00,0,0,2558.7
174,Illinois,Great River,,E,,0,0,0,5490.81,2419.87,778203.00,59.95,0,0,0.00,0,0,7970.63
175,Illinois,Hackmatack,,,,0,0,0,0,27.15,103000.00,0,0,0,0.00,54.04,0,81.19
176,Illinois,Kankakee,,,,0,0,0,0,0,0.00,66,0,0,0.00,0,0,66
177,Illinois,Meredosia,,,,0,0,0,0,1363.31,1484790.00,2139.15,0,0,0.00,0,0,3502.46
178,Illinois,Middle Mississippi River,,,,0,0,0,0,2791.87,1125095.00,3607.07,0,0,0.00,0,0,6398.94
179,Illinois,Port Louisa,,E,,0,0,0,1466,10.8,31350.00,0,0,0,0.00,0,0.29,1477.09
180,Illinois,Two Rivers,,"E,A",,0,0,0,7017,853.17,462344.00,2.31,0,32.72,44555.00,0,128,8033.2
181,Illinois,Upper Mississippi River,,"E,A",,65.15,0,4057.37,26243.73,2924.73,48620.00,0,0,0.19,1.00,0,0,33291.17
182,Indiana,Big Oaks,,A,,0,0,0,51000,0,0.00,0,0,0,0.00,0,0,51000
184,Indiana,Muscatatuck,,,,0,0,0,0,7723.99,3612838.00,78.23,0,0,0.00,0,0,7802.22
185,Indiana,Patoka River,,,,0,0,0,0,7446.61,7593363.00,1449.15,0,1073.49,1121800.00,1.5,0,9970.75
186,Iowa,Desoto,,,,0,0,0,0,3499.16,735409.00,0,0,0,0.00,3.61,0,3502.77
187,Iowa,Driftless Area,,,,0,0,0,0,1169.62,1490925.00,20,0,0.2,1250.00,0,0,1189.82
189,Iowa,Neal Smith,,,,0,0,0,0,5741.12,8433962.00,0,0,1.01,0.00,0,0,5742.13
190,Iowa,Northern Tallgrass Prairie,,,,0,0,0,0,602.1,1745112.00,0,0,0.33,1.00,0,0,602.43
191,Iowa,Port Louisa,,E,,0,0,0,10444.83,12146.76,2739050.00,80,0,0,0.00,0.09,0,22671.68
192,Iowa,Union Slough,,,,0,0,0,0,2845.24,210407.00,0,0,70.7,608.00,0,0,2915.94
193,Iowa,Upper Mississippi River,,E,,333.66,0,0,30315,21099,1666368.00,0.57,0,0,0.00,0,0,51748.23
194,Kansas,Flint Hills,,E,,0,0,0,18463.21,0,0.00,0,0,0.15,550.00,0,0,18463.36
195,Kansas,Flint Hills Legacy,,,,0,0,0,0,0,0.00,0,0,8762.7,3016450.00,291.04,0,9053.74
197,Kansas,Kirwin,,R,,0,0,0,10778,0,0.00,0,0,0,0.00,0,0,10778
198,Kansas,Marais des Cygnes,,,,0,0,0,0,7341.77,3171756.00,23,0,0,0.00,0,0,7364.77
199,Kansas,Quivira,,,,0,0,0,0,21820.1,2059238.00,199.2,0,0,0.00,0,0,22019.3
200,Kentucky,Clarks River,,,,0,0,24.88,0,9363.07,11176873.00,0,0,0.09,500.00,0,0,9388.04
201,Kentucky,Ohio River Islands,,,,0,0,0,0,412.91,343640.00,0,0,0,0.00,0,0,412.91
202,Kentucky,Reelfoot,,,,0,0,0,0,2039.64,418450.00,0,0,0,0.00,0,0,2039.64
203,Louisiana,Atchafalaya,,,,0,0,0,0,15770.41,11065618.00,0,0,0,0.00,0,0,15770.41
204,Louisiana,Bayou Cocodrie,,,,0,0,0,0,14718.51,8697578.00,0,0,0,0.00,0,0,14718.51
205,Louisiana,Bayou Sauvage,,,,0,0,0,0,24245.73,12190100.00,0,0,0,0.00,0,405,24650.73
206,Louisiana,Bayou Teche,,,,0,0,0,0,9553.9,5002774.00,0,0,0,0.00,0.14,0,9554.04
207,Louisiana,Big Branch Marsh,,,,0,0,0,0,6708.24,9766524.00,11832.54,0,5.7,1.00,0,0,18546.48
208,Louisiana,Black Bayou Lake,,,,0,0,0,0,3706.45,8084850.00,0,0,0,0.00,0,1620,5326.45
209,Louisiana,Bogue Chitto,,,,0,0,0,0,29061.4,13761589.00,392.92,0,0,0.00,0,0,29454.32
210,Louisiana,Breton,,,,9047,0,0,0,0,0.00,0,0,0,0.00,0,0,9047
211,Louisiana,Cameron Prairie,,,,0,0,14926.73,0,9621.3,5090650.00,0,0,0,0.00,0,0,24548.03
212,Louisiana,Cat Island,,,,0,0,0,0,10959.77,11926172.00,13.4,0,0,0.00,0,0,10973.17
